,Unnamed: 0,Participant_unique_ID,correct_keyboard_response,correct_response,flanker_condition,response_keyboard_response,response_time_keyboard_response,stimulus,Latin_square_group,target_type
370,370,1,1,M,5,m,574,durf durf durf lage lage durf durf,6,word
371,371,1,1,C,5,c,543,smik smik smik beed beed smik smik,6,nonword
372,372,1,1,C,1,c,776,pams pams pams veet pams pams pams,6,nonword
373,373,1,1,M,3,m,683,maan reed maan reed maan maan maan,6,word
374,374,1,0,M,2,c,507,roem huil huil roem huil huil huil,6,word
375,375,1,1,M,4,m,596,dien dien bouw bouw dien dien dien,6,word
376,376,1,1,M,2,m,526,kaas golf golf kaas golf golf golf,6,word
377,377,1,1,M,7,m,547,gast gast gast held gast gast held,6,word
378,378,1,1,M,5,m,524,enge enge enge tram tram enge enge,6,word
379,379,1,1,M,7,m,588,riep riep riep hoog riep riep hoog,6,word
380,380,1,1,M,4,m,527,zaad zaad knie knie zaad zaad zaad,6,word
381,381,1,1,M,2,m,434,vlek gids gids vlek gids gids gids,6,word
382,382,1,1,M,7,m,497,baan baan baan kort baan baan kort,6,word
383,383,1,1,M,1,m,421,hand hand hand jouw hand hand hand,6,word
384,384,1,0,C,6,m,589,dijf dijf dijf zeus dijf zeus dijf,6,nonword
385,385,1,0,M,1,c,763,pret pret pret baai pret pret pret,6,word
386,386,1,1,C,6,c,651,zast zast zast hong zast hong zast,6,nonword
387,387,1,1,M,4,m,757,ruil ruil mode mode ruil ruil ruil,6,word
388,388,1,1,C,4,c,939,poem poem drak drak poem poem poem,6,nonword
389,389,1,1,C,6,c,972,vram vram vram weep vram weep vram,6,nonword
390,390,1,1,C,7,c,732,gral gral gral mont gral gral mont,6,nonword
391,391,1,1,M,7,m,590,boot boot boot enig boot boot enig,6,word
392,392,1,1,C,2,c,562,zijs toor toor zijs toor toor toor,6,nonword
393,393,1,1,M,1,m,521,raak raak raak lees raak raak raak,6,word
394,394,1,1,C,6,c,486,pans pans pans kole pans kole pans,6,nonword
395,395,1,1,M,7,m,541,chef chef chef klap chef chef klap,6,word
396,396,1,1,M,7,m,494,wijn wijn wijn vuur wijn wijn vuur,6,word
397,397,1,0,M,2,c,525,hief trad trad hief trad trad trad,6,word
398,398,1,1,M,6,m,467,pond pond pond vuil pond vuil pond,6,word
399,399,1,1,M,5,m,694,buik buik buik rand rand buik buik,6,word
400,400,1,1,M,4,m,650,eind eind trok trok eind eind eind,6,word
401,401,1,1,C,5,c,670,dold dold dold pijs pijs dold dold,6,nonword
402,402,1,1,M,1,m,702,flat flat flat merk flat flat flat,6,word
403,403,1,1,C,2,c,555,goet kwil kwil goet kwil kwil kwil,6,nonword
404,404,1,1,C,4,c,512,maad maad sfee sfee maad maad maad,6,nonword
405,405,1,1,M,3,m,550,deel vijf deel vijf deel deel deel,6,word
406,406,1,1,C,6,c,525,bork bork bork leit bork leit bork,6,nonword
407,407,1,1,M,3,m,528,liep kans liep kans liep liep liep,6,word
408,408,1,1,M,1,m,709,zwak zwak zwak gele zwak zwak zwak,6,word
409,409,1,1,C,4,c,529,spak spak fein fein spak spak spak,6,nonword
410,410,1,1,C,4,c,818,moor moor zees zees moor moor moor,6,nonword
411,411,1,1,C,2,c,541,doov kels kels doov kels kels kels,6,nonword
412,412,1,1,M,1,m,623,woud woud woud jeep woud woud woud,6,word
413,413,1,1,C,2,c,808,stef mang mang stef mang mang mang,6,nonword
414,414,1,1,C,1,c,570,foba foba foba sune foba foba foba,6,nonword
415,415,1,1,M,2,m,498,geur klas klas geur klas klas klas,6,word
416,416,1,1,M,4,m,674,mits mits doek doek mits mits mits,6,word
417,417,1,0,M,5,c,524,eeuw eeuw eeuw stap stap eeuw eeuw,6,word
418,418,1,1,C,2,c,676,elvo sins sins elvo sins sins sins,6,nonword
419,419,1,1,C,3,c,585,houp sles houp sles houp houp houp,6,nonword
420,420,2,1,C,3,c,660,marg bees marg bees marg marg marg,0,nonword
421,421,2,1,M,3,m,526,blij hart blij hart blij blij blij,0,word
422,422,2,1,M,6,m,589,volk volk volk raam volk raam volk,0,word
423,423,2,1,M,4,m,556,raad raad fout fout raad raad raad,0,word
424,424,2,1,C,7,c,901,vlom vlom vlom tert vlom vlom tert,0,nonword
425,425,2,1,C,6,c,706,lura lura lura weft lura weft lura,0,nonword
426,426,2,1,M,5,m,576,club club club ster ster club club,0,word
427,427,2,1,M,2,m,609,baai pret pret baai pret pret pret,0,word
428,428,2,1,M,4,m,706,haak haak uien uien haak haak haak,0,word
429,429,2,1,C,7,c,634,fams fams fams doon fams fams doon,0,nonword
430,430,2,1,C,5,c,810,tust tust tust zame zame tust tust,0,nonword
431,431,2,1,M,7,m,668,band band band slim band band slim,0,word
432,432,2,1,C,7,c,669,bamp bamp bamp foft bamp bamp foft,0,nonword
433,433,2,1,M,1,m,528,riks riks riks blad riks riks riks,0,word
434,434,2,1,M,4,m,567,druk druk stem stem druk druk druk,0,word
435,435,2,1,M,7,m,425,staf staf staf klok staf staf klok,0,word
436,436,2,1,M,2,m,506,poot wijf wijf poot wijf wijf wijf,0,word
437,437,2,1,C,3,c,694,grop ties grop ties grop grop grop,0,nonword
438,438,2,1,M,3,m,548,graf show graf show graf graf graf,0,word
439,439,2,1,C,3,c,612,palf noet palf noet palf palf palf,0,nonword
440,440,2,1,M,5,m,502,ruil ruil ruil mode mode ruil ruil,0,word
441,441,2,1,C,1,c,638,lunk lunk lunk hieg lunk lunk lunk,0,nonword
442,442,2,1,M,1,m,461,maal maal maal keus maal maal maal,0,word
443,443,2,1,C,2,c,661,vade lolk lolk vade lolk lolk lolk,0,nonword
444,444,2,1,M,2,m,540,luxe fris fris luxe fris fris fris,0,word
445,445,2,1,M,2,m,584,gele zwak zwak gele zwak zwak zwak,0,word
446,446,2,0,C,6,m,490,daaf daaf daaf koem daaf koem daaf,0,nonword
447,447,2,1,M,5,m,746,joch joch joch leid leid joch joch,0,word
448,448,2,0,M,6,c,775,buik buik buik rand buik rand buik,0,word
449,449,2,1,M,6,m,580,kamp kamp kamp olie kamp olie kamp,0,word
450,450,2,1,C,1,c,677,buim buim buim voof buim buim buim,0,nonword
451,451,2,1,M,1,m,522,toon toon toon kalm toon toon toon,0,word
452,452,2,1,C,3,c,695,peun lots peun lots peun peun peun,0,nonword
453,453,2,1,M,5,m,699,slag slag slag doch doch slag slag,0,word
454,454,2,1,C,1,c,726,poor poor poor namu poor poor poor,0,nonword
455,455,2,1,M,7,m,479,lach lach lach boog lach lach boog,0,word
456,456,2,0,C,4,m,630,voot voot spal spal voot voot voot,0,nonword
457,457,2,1,C,6,c,711,vlog vlog vlog esen vlog esen vlog,0,nonword
458,458,2,1,M,5,m,617,punt punt punt orde orde punt punt,0,word
459,459,2,1,M,6,m,601,data data data ober data ober data,0,word
460,460,2,1,C,2,c,617,tieg naus naus tieg naus naus naus,0,nonword
461,461,2,1,C,6,c,729,patt patt patt geid patt geid patt,0,nonword
462,462,2,1,C,3,c,732,kwil goet kwil goet kwil kwil kwil,0,nonword
463,463,2,1,C,1,c,695,kand kand kand woet kand kand kand,0,nonword
464,464,2,1,C,7,c,810,pans pans pans kole pans pans kole,0,nonword
465,465,2,1,C,2,c,709,spap oyer oyer spap oyer oyer oyer,0,nonword
466,466,2,1,C,3,c,705,hiet wols hiet wols hiet hiet hiet,0,nonword
467,467,2,1,C,2,c,666,trop keme keme trop keme keme keme,0,nonword
468,468,2,1,M,2,m,804,rare doos doos rare doos doos doos,0,word
469,469,2,1,M,6,m,726,boze boze boze wand boze wand boze,0,word
470,470,2,1,C,5,c,606,noom noom noom cais cais noom noom,0,nonword
471,471,2,1,M,6,m,715,maat maat maat oren maat oren maat,0,word
472,472,2,1,C,2,c,619,veet pams pams veet pams pams pams,0,nonword
473,473,2,1,M,3,m,547,viel gang viel gang viel viel viel,0,word
474,474,2,1,C,3,c,564,tisa beng tisa beng tisa tisa tisa,0,nonword
475,475,2,1,M,3,m,517,bord tent bord tent bord bord bord,0,word
476,476,2,0,M,5,c,567,vele vele vele stop stop vele vele,0,word
477,477,2,1,M,6,m,880,wild wild wild reet wild reet wild,0,word
478,478,2,0,M,5,c,697,jurk jurk jurk moed moed jurk jurk,0,word
479,479,2,1,C,2,c,666,peed kuto kuto peed kuto kuto kuto,0,nonword
480,480,2,1,M,5,m,540,eraf eraf eraf gooi gooi eraf eraf,0,word
481,481,2,1,C,6,c,549,pori pori pori flet pori flet pori,0,nonword
482,482,2,1,M,2,m,575,pijp nauw nauw pijp nauw nauw nauw,0,word
483,483,2,1,M,7,m,558,meen meen meen aard meen meen aard,0,word
484,484,2,1,M,7,m,453,boos boos boos arme boos boos arme,0,word
485,485,2,1,M,5,m,474,rang rang rang koel koel rang rang,0,word
486,486,2,0,M,7,c,805,city city city poen city city poen,0,word
487,487,2,1,M,4,m,316,wijs wijs deal deal wijs wijs wijs,0,word
488,488,2,0,C,7,m,359,hust hust hust dran hust hust dran,0,nonword
489,489,2,1,M,2,m,640,berg daad daad berg daad daad daad,0,word
490,490,2,1,M,5,m,471,eind eind eind trok trok eind eind,0,word
491,491,2,1,M,2,m,453,lees raak raak lees raak raak raak,0,word
492,492,2,1,M,4,m,375,luid luid voer voer luid luid luid,0,word
493,493,2,1,M,3,m,317,wolf munt wolf munt wolf wolf wolf,0,word
494,494,2,1,M,3,m,409,klas geur klas geur klas klas klas,0,word
495,495,2,1,M,5,m,444,klom klom klom tape tape klom klom,0,word
496,496,2,1,M,3,m,378,romp haan romp haan romp romp romp,0,word
497,497,2,1,C,5,c,629,wief wief wief muld muld wief wief,0,nonword
498,498,2,1,M,6,m,476,ziek ziek ziek houd ziek houd ziek,0,word
499,499,2,1,M,4,m,360,voel voel pijn pijn voel voel voel,0,word
500,500,2,0,C,2,m,384,zouw cace cace zouw cace cace cace,0,nonword
501,501,2,1,M,5,m,400,zoek zoek zoek film film zoek zoek,0,word
502,502,2,1,C,5,c,559,buft buft buft noer noer buft buft,0,nonword
503,503,2,0,C,3,m,395,palg keis palg keis palg palg palg,0,nonword
504,504,2,0,C,5,m,493,woor woor woor peef peef woor woor,0,nonword
505,505,2,1,M,5,m,789,jood jood jood late late jood jood,0,word
506,506,2,1,M,6,m,575,knap knap knap heus knap heus knap,0,word
507,507,2,1,M,3,m,552,bier stof bier stof bier bier bier,0,word
508,508,2,1,C,1,c,735,dalk dalk dalk zies dalk dalk dalk,0,nonword
509,509,2,1,M,3,m,414,boom duur boom duur boom boom boom,0,word
510,510,2,0,C,6,m,458,taar taar taar ille taar ille taar,0,nonword
511,511,2,1,C,3,c,761,kril sted kril sted kril kril kril,0,nonword
512,512,2,1,M,7,m,601,past past past volg past past volg,0,word
513,513,2,1,M,5,m,582,rent rent rent cola cola rent rent,0,word
514,514,2,1,M,4,m,518,baas baas heer heer baas baas baas,0,word
515,515,2,1,C,7,c,659,uist uist uist eben uist uist eben,0,nonword
516,516,2,1,M,5,m,478,jack jack jack dorp dorp jack jack,0,word
517,517,2,1,C,6,c,666,wien wien wien zoud wien zoud wien,0,nonword
518,518,2,1,M,4,m,585,leeg leeg kost kost leeg leeg leeg,0,word
519,519,2,1,M,2,m,507,jouw hand hand jouw hand hand hand,0,word
520,520,2,1,M,4,m,491,kilo kilo vers vers kilo kilo kilo,0,word
521,521,2,1,C,4,c,617,hava hava eloe eloe hava hava hava,0,nonword
522,522,2,1,C,7,c,616,halp halp halp gied halp halp gied,0,nonword
523,523,2,1,M,1,m,479,wijn wijn wijn vuur wijn wijn wijn,0,word
524,524,2,1,M,3,m,566,rust vlak rust vlak rust rust rust,0,word
525,525,2,0,C,7,m,435,kwat kwat kwat rens kwat kwat rens,0,nonword
526,526,2,0,M,6,c,653,rock rock rock bijl rock bijl rock,0,word
527,527,2,1,M,6,m,569,rijp rijp rijp knal rijp knal rijp,0,word
528,528,2,1,M,7,m,564,blik blik blik rode blik blik rode,0,word
529,529,2,1,C,2,c,628,tolp hege hege tolp hege hege hege,0,nonword
530,530,2,1,C,1,c,697,laus laus laus obee laus laus laus,0,nonword
531,531,2,0,C,5,m,606,dave dave dave tuim tuim dave dave,0,nonword
532,532,2,1,M,1,m,812,rest rest rest plan rest rest rest,0,word
533,533,2,1,C,2,c,695,abte kijn kijn abte kijn kijn kijn,0,nonword
534,534,2,0,C,6,m,607,emer emer emer shap emer shap emer,0,nonword
535,535,2,1,C,4,c,602,guvo guvo kape kape guvo guvo guvo,0,nonword
536,536,2,0,C,6,m,823,dast dast dast rome dast rome dast,0,nonword
537,537,2,0,M,4,c,595,spul spul hoed hoed spul spul spul,0,word
538,538,2,1,C,5,c,604,lool lool lool tiek tiek lool lool,0,nonword
539,539,2,0,M,6,c,671,koos koos koos rede koos rede koos,0,word
540,540,2,1,M,3,m,589,word kent word kent word word word,0,word
541,541,2,1,C,4,c,801,prit prit egen egen prit prit prit,0,nonword
542,542,2,1,M,7,m,1591,mouw mouw mouw race mouw mouw race,0,word
543,543,2,1,M,7,m,621,café café café huur café café huur,0,word
544,544,2,0,M,1,c,593,baby baby baby loop baby baby baby,0,word
545,545,2,1,C,6,c,653,biek biek biek stog biek stog biek,0,nonword
546,546,2,1,C,5,c,334,maad maad maad sfee sfee maad maad,0,nonword
547,547,2,1,M,1,m,465,gast gast gast held gast gast gast,0,word
548,548,2,0,M,3,c,843,zorg stel zorg stel zorg zorg zorg,0,word
549,549,2,1,C,5,c,698,puks puks puks tace tace puks puks,0,nonword
550,550,2,1,C,4,c,711,polp polp inze inze polp polp polp,0,nonword
551,551,2,0,M,2,c,663,jeep woud woud jeep woud woud woud,0,word
552,552,2,1,M,5,m,645,plus plus plus kern kern plus plus,0,word
553,553,2,1,M,2,m,860,idee auto auto idee auto auto auto,0,word
554,554,2,1,M,2,m,281,leuk ooit ooit leuk ooit ooit ooit,0,word
555,555,2,0,C,3,m,607,boal meis boal meis boal boal boal,0,nonword
556,556,2,1,C,1,c,1506,klof klof klof stum klof klof klof,0,nonword
557,557,2,1,M,7,m,688,rijd rijd rijd tank rijd rijd tank,0,word
558,558,2,1,C,1,c,1082,vins vins vins talt vins vins vins,0,nonword
559,559,2,1,M,7,m,527,bond bond bond saai bond bond saai,0,word
560,560,2,1,C,5,c,611,poem poem poem drak drak poem poem,0,nonword
561,561,2,1,M,2,m,590,lamp nest nest lamp nest nest nest,0,word
562,562,2,1,C,1,c,528,caks caks caks vieg caks caks caks,0,nonword
563,563,2,1,M,4,m,606,deel deel vijf vijf deel deel deel,0,word
564,564,2,1,C,1,c,446,jafi jafi jafi knes jafi jafi jafi,0,nonword
565,565,2,1,C,6,c,483,brum brum brum isfe brum isfe brum,0,nonword
566,566,2,0,M,3,c,440,hulp neer hulp neer hulp hulp hulp,0,word
567,567,2,0,C,3,m,478,tool zaas tool zaas tool tool tool,0,nonword
568,568,2,1,C,2,c,699,moek praf praf moek praf praf praf,0,nonword
569,569,2,1,C,6,c,508,jalf jalf jalf knet jalf knet jalf,0,nonword
570,570,2,1,M,2,m,528,hete ramp ramp hete ramp ramp ramp,0,word
571,571,2,1,C,4,c,458,hijk hijk omae omae hijk hijk hijk,0,nonword
572,572,2,1,C,2,c,645,hede baag baag hede baag baag baag,0,nonword
573,573,2,1,C,6,c,595,sopa sopa sopa drig sopa drig sopa,0,nonword
574,574,2,0,M,1,c,416,ouwe ouwe ouwe lijk ouwe ouwe ouwe,0,word
575,575,2,1,C,2,c,667,deus book book deus book book book,0,nonword
576,576,2,1,C,1,c,474,nave nave nave horp nave nave nave,0,nonword
577,577,2,0,M,1,c,437,zaal zaal zaal bron zaal zaal zaal,0,word
578,578,2,1,C,7,c,640,rege rege rege nijt rege rege nijt,0,nonword
579,579,2,0,M,2,c,466,poos ruwe ruwe poos ruwe ruwe ruwe,0,word
580,580,2,0,C,2,m,714,vooi unen unen vooi unen unen unen,0,nonword
581,581,2,1,C,5,c,479,gond gond gond sput sput gond gond,0,nonword
582,582,2,1,C,3,c,567,toor zijs toor zijs toor toor toor,0,nonword
583,583,2,1,C,6,c,424,goop goop goop isde goop isde goop,0,nonword
584,584,2,0,M,7,c,383,pond pond pond vuil pond pond vuil,0,word
585,585,2,0,M,5,c,479,wint wint wint fase fase wint wint,0,word
586,586,2,0,M,1,c,433,boot boot boot enig boot boot boot,0,word
587,587,2,1,C,3,c,445,wont herg wont herg wont wont wont,0,nonword
588,588,2,1,C,7,c,649,stor stor stor mein stor stor mein,0,nonword
589,589,2,0,M,7,c,400,trek trek trek gauw trek trek gauw,0,word
590,590,2,0,M,4,c,414,been been shit shit been been been,0,word
591,591,2,1,C,7,c,610,zast zast zast hong zast zast hong,0,nonword
592,592,2,1,C,4,c,680,zous zous vral vral zous zous zous,0,nonword
593,593,2,1,M,1,m,616,voeg voeg voeg pijl voeg voeg voeg,0,word
594,594,2,1,C,2,c,481,woeg aths aths woeg aths aths aths,0,nonword
595,595,2,1,M,1,m,625,hang hang hang dure hang hang hang,0,word
596,596,2,0,M,5,c,374,arts arts arts melk melk arts arts,0,word
597,597,2,0,M,4,c,392,dook dook pech pech dook dook dook,0,word
598,598,2,1,C,2,c,500,bild tate tate bild tate tate tate,0,nonword
599,599,2,1,C,4,c,457,meep meep saal saal meep meep meep,0,nonword
600,600,2,1,C,4,c,446,vold vold teña teña vold vold vold,0,nonword
601,601,2,1,M,5,m,790,riem riem riem zulk zulk riem riem,0,word
602,602,2,1,C,5,c,595,voon voon voon drap drap voon voon,0,nonword
603,603,2,1,M,3,m,538,woon kust woon kust woon woon woon,0,word
604,604,2,0,M,4,c,598,maan maan reed reed maan maan maan,0,word
605,605,2,0,M,4,c,738,trof trof adel adel trof trof trof,0,word
606,606,2,1,C,1,c,639,hols hols hols preu hols hols hols,0,nonword
607,607,2,1,C,1,c,838,zope zope zope hams zope zope zope,0,nonword
608,608,2,1,C,4,c,766,dorf dorf jeeg jeeg dorf dorf dorf,0,nonword
609,609,2,1,C,2,c,434,lors dauk dauk lors dauk dauk dauk,0,nonword
610,610,2,1,C,7,c,473,doms doms doms vleg doms doms vleg,0,nonword
611,611,2,1,C,5,c,416,krad krad krad lote lote krad krad,0,nonword
612,612,2,1,C,3,c,519,sins elvo sins elvo sins sins sins,0,nonword
613,613,2,0,M,6,c,550,dame dame dame lukt dame lukt dame,0,word
614,614,2,1,C,7,c,939,roup roup roup beel roup roup beel,0,nonword
615,615,2,1,C,7,c,501,wers wers wers haad wers wers haad,0,nonword
616,616,2,0,M,2,c,399,pols ruik ruik pols ruik ruik ruik,0,word
617,617,2,1,C,6,c,576,hawa hawa hawa pelk hawa pelk hawa,0,nonword
618,618,2,1,M,4,m,611,paal paal oven oven paal paal paal,0,word
619,619,2,1,M,5,m,612,ogen ogen ogen wilt wilt ogen ogen,0,word
620,620,2,1,C,4,c,610,tijn tijn ceda ceda tijn tijn tijn,0,nonword
621,621,2,1,M,3,m,690,kerk mama kerk mama kerk kerk kerk,0,word
622,622,2,1,M,1,m,643,hoor hoor hoor eten hoor hoor hoor,0,word
623,623,2,0,M,3,c,462,norm glad norm glad norm norm norm,0,word
624,624,2,0,M,4,c,500,voet voet lijn lijn voet voet voet,0,word
625,625,2,1,M,5,m,1692,mijl mijl mijl zoet zoet mijl mijl,0,word
626,626,2,1,C,7,c,920,wras wras wras liem wras wras liem,0,nonword
627,627,2,0,C,4,m,492,ralt ralt geuk geuk ralt ralt ralt,0,nonword
628,628,2,1,C,2,c,683,dand spim spim dand spim spim spim,0,nonword
629,629,2,1,M,3,m,512,wond reus wond reus wond wond wond,0,word
630,630,2,1,C,3,c,504,wink doro wink doro wink wink wink,0,nonword
631,631,2,1,M,6,m,547,gaaf gaaf gaaf cent gaaf cent gaaf,0,word
632,632,2,1,M,3,m,475,tijd heel tijd heel tijd tijd tijd,0,word
633,633,2,1,M,4,m,512,waag waag poes poes waag waag waag,0,word
634,634,2,0,M,6,c,547,knul knul knul erom knul erom knul,0,word
635,635,2,1,M,5,m,483,huid huid huid stom stom huid huid,0,word
636,636,2,1,M,3,m,652,smal puin smal puin smal smal smal,0,word
637,637,2,1,C,5,c,753,zoot zoot zoot haks haks zoot zoot,0,nonword
638,638,2,1,C,4,c,567,spuk spuk miot miot spuk spuk spuk,0,nonword
639,639,2,1,M,3,m,573,heen soms heen soms heen heen heen,0,word
640,640,2,0,C,6,m,674,tans tans tans piem tans piem tans,0,nonword
641,641,2,1,C,6,c,883,hijl hijl hijl orse hijl orse hijl,0,nonword
642,642,2,1,C,5,c,1004,kuim kuim kuim helf helf kuim kuim,0,nonword
643,643,2,1,M,7,m,548,vlug vlug vlug adem vlug vlug adem,0,word
644,644,2,1,M,4,m,534,noch noch warm warm noch noch noch,0,word
645,645,2,1,M,2,m,613,heil doof doof heil doof doof doof,0,word
646,646,2,1,C,7,c,570,drik drik drik onel drik drik onel,0,nonword
647,647,2,1,C,1,c,760,apos apos apos teet apos apos apos,0,nonword
648,648,2,1,C,1,c,651,gich gich gich kert gich gich gich,0,nonword
649,649,2,1,M,1,m,1006,ding ding ding wees ding ding ding,0,word
650,650,2,1,M,7,m,659,koor koor koor bijt koor koor bijt,0,word
651,651,2,1,C,5,c,894,baap baap baap cens cens baap baap,0,nonword
652,652,2,1,C,4,c,767,afes afes mong mong afes afes afes,0,nonword
653,653,2,1,C,7,c,665,diet diet diet saks diet diet saks,0,nonword
654,654,2,1,C,5,c,625,moor moor moor zees zees moor moor,0,nonword
655,655,2,1,C,1,c,607,hins hins hins poow hins hins hins,0,nonword
656,656,2,1,M,6,m,586,name name name lift name lift name,0,word
657,657,2,1,C,5,c,613,jang jang jang telk telk jang jang,0,nonword
658,658,2,1,M,4,m,741,snap snap doel doel snap snap snap,0,word
659,659,2,1,C,2,c,603,wemt jubs jubs wemt jubs jubs jubs,0,nonword
660,660,2,1,C,1,c,690,jijk jijk jijk enes jijk jijk jijk,0,nonword
661,661,2,1,C,2,c,627,vous prap prap vous prap prap prap,0,nonword
662,662,2,1,M,4,m,572,stok stok verf verf stok stok stok,0,word
663,663,2,0,M,7,c,501,dief dief dief klus dief dief klus,0,word
664,664,2,1,M,3,m,853,vlag beet vlag beet vlag vlag vlag,0,word
665,665,2,1,C,3,c,628,wrag olen wrag olen wrag wrag wrag,0,nonword
666,666,2,1,C,4,c,600,duut duut opke opke duut duut duut,0,nonword
667,667,2,1,C,2,c,658,voen wais wais voen wais wais wais,0,nonword
668,668,2,0,C,6,m,584,snop snop snop reug snop reug snop,0,nonword
669,669,2,1,C,7,c,473,ilde ilde ilde sont ilde ilde sont,0,nonword
670,670,2,0,M,3,c,590,huil roem huil roem huil huil huil,0,word
671,671,2,1,C,5,c,600,saar saar saar mote mote saar saar,0,nonword
672,672,2,0,M,2,c,538,reis taal taal reis taal taal taal,0,word
673,673,2,1,M,2,m,621,neef gras gras neef gras gras gras,0,word
674,674,2,1,C,3,c,708,kluw rart kluw rart kluw kluw kluw,0,nonword
675,675,2,1,C,4,c,635,morp morp ests ests morp morp morp,0,nonword
676,676,2,1,C,6,c,504,oomt oomt oomt luil oomt luil oomt,0,nonword
